checklist_id,n_species
S56896591,14
S56896618,4
S56896628,7
S56896643,6
S56896694,10
S56896824,13
S56896861,11
S56897107,7
S56897113,9
S56897156,25
S56897167,41
S56897202,5
S56897510,20
S56897534,25
S56897537,8
S56897544,38
S56897817,14
S56897880,7
S56897881,5
S56897889,2
S56897946,19
S56897947,9
S56898019,32
S56898188,29
S56898220,8
S56898391,2
S56898671,54
S56898744,10
S56898834,19
S56898925,1
S56899008,19
S56899046,41
S56899062,4
S56899244,18
S56899255,1
S56899285,19
S56899365,1
S56899380,4
S56899475,1
S56899502,6
S56899508,17
S56899657,18
S56899745,4
S56899867,4
S56899903,45
S56899907,3
S56899957,2
S56900009,3
S56900046,3
S56900073,5
S56900086,2
S56900111,1
S56900121,5
S56900149,1
S56900169,5
S56900204,3
S56900279,15
S56900333,5
S56900372,14
S56900397,1
S56900425,6
S56900434,7
S56900495,4
S56900648,4
S56900657,14
S56900742,1
S56900760,5
S56900936,9
S56901042,4
S56901128,31
S56901760,7
S56902046,15
S56902135,54
S56902200,9
S56902310,1
S56902348,14
S56902435,12
S56902582,25
S56902593,14
S56902704,1
S56902757,6
S56902765,7
S56902777,1
S56902785,18
S56903043,8
S56903131,20
S56903327,7
S56903517,2
S56903586,40
S56903719,11
S56903780,35
S56903871,16
S56904114,13
S56904124,14
S56904172,31
S56904237,1
S56904248,1
S56904360,12
S56904379,18
S56904595,26
S56904789,19
S56905137,20
S56905145,13
S56905185,22
S56905284,12
S56905314,5
S56905630,10
S56905693,15
S56905827,4
S56906065,3
S56906118,3
S56906341,8
S56906480,4
S56906647,3
S56906990,11
S56907487,18
S56907542,20
S56907582,13
S56907727,9
S56907740,20
S56907995,13
S56908265,12
S56908271,25
S56908349,5
S56908365,4
S56908390,8
S56908426,24
S56908437,6
S56908497,18
S56908501,30
S56908774,14
S56909073,2
S56909228,4
S56909335,12
S56909410,3
S56909671,29
S56909781,8
S56909941,22
S56909988,6
S56910137,20
S56910297,17
S56910478,3
S56910570,32
S56910769,6
S56910981,3
S56911025,6
S56911205,9
S56911294,14
S56911327,15
S56911330,7
S56911343,6
S56911360,5
S56911368,4
S56911372,9
S56911385,7
S56911391,5
S56911397,5
S56911403,6
S56911423,5
S56911434,2
S56911443,6
S56911447,3
S56911463,2
S56911474,3
S56911488,5
S56911490,4
S56911493,2
S56911495,7
S56911501,4
S56911507,5
S56911515,11
S56911523,5
S56911531,7
S56911534,16
S56911535,6
S56911538,1
S56911542,0
S56911544,1
S56911547,1
S56911549,4
S56911552,8
S56911556,11
S56911557,7
S56911562,10
S56911571,5
S56911583,7
S56911586,4
S56911591,4
S56911594,3
S56911597,8
S56911600,8
S56911603,5
S56911605,5
S56911607,3
S56911611,4
S56911877,26
S56912039,12
S56912061,25
S56912183,2
S56912292,18
S56912423,6
S56912589,2
S56912690,14
S56912765,13
S56912792,2
S56912881,3
S56912983,29
S56913013,28
S56913054,22
S56913093,17
S56913213,23
S56913296,8
S56913321,13
S56913638,12
S56913790,12
S56913812,6
S56913980,8
S56914151,37
S56914455,3
S56914635,12
S56914765,16
S56914799,10
S56914801,36
S56914867,30
S56914901,3
S56914966,14
S56915355,1
S56915497,17
S56915600,25
S56915691,12
S56915703,3
S56915788,2
S56916275,5
S56917205,10
S56917365,9
S56917401,14
S56917525,8
S56917605,16
S56917676,7
S56917747,15
S56917828,11
S56917920,14
S56918457,11
S56918686,13
S56919494,1
S56921009,1
S56921110,3
S56921240,14
S56921388,20
S56921507,3
S56921644,8
S56921692,16
S56921701,4
S56921747,16
S56921773,16
S56921782,34
S56921815,21
S56921818,37
S56921846,20
S56921941,18
S56921970,32
S56921975,24
S56922111,31
S56922127,9
S56922141,8
S56922188,9
S56922241,10
S56922244,4
S56922253,2
S56922269,7
S56922288,5
S56922318,16
S56922461,16
S56922485,20
S56922559,25
S56922651,8
S56922776,32
S56922804,33
S56922857,14
S56922889,33
S56923104,6
S56923156,4
S56923206,19
S56923214,49
S56923279,16
S56923299,17
S56923353,6
S56923375,6
S56923413,49
S56923425,28
S56923522,14
S56923650,5
S56923685,15
S56923696,13
S56923727,12
S56923843,7
S56924043,9
S56924120,22
S56924167,14
S56924269,35
S56924312,22
S56924320,12
S56924421,6
S56924511,9
S56924518,30
S56924647,22
S56924672,13
S56924791,2
S56924823,24
S56924839,2
S56924963,1
S56924986,22
S56925006,5
S56925144,5
S56925149,38
S56925237,19
S56925291,1
S56925318,28
S56925357,41
S56925358,2
S56925393,44
S56925414,44
S56925447,11
S56925455,35
S56925502,9
S56925691,1
S56925835,8
S56925960,19
S56926002,7
S56926338,34
S56926448,13
S56926536,3
S56926547,5
S56926558,36
S56926584,5
S56926709,30
S56926871,6
S56926991,29
S56927071,18
S56927075,10
S56927282,20
S56927297,9
S56927488,39
S56927499,25
S56927508,8
S56927517,22
S56927581,24
S56927594,22
S56927616,42
S56927884,26
S56927909,20
S56927917,14
S56927949,4
S56928126,9
S56928192,34
S56928225,13
S56928273,26
S56928658,18
S56929011,43
S56929027,18
S56929047,1
S56929103,25
S56929151,4
S56929159,3
S56929161,14
S56929182,12
S56929187,11
S56929276,8
S56929301,17
S56929418,29
S56929533,8
S56929547,19
S56929700,28
S56929765,7
S56929922,25
S56930177,9
S56930216,5
S56930284,12
S56930398,19
S56930405,26
S56930476,4
S56930495,5
S56930565,16
S56930771,22
S56930787,13
S56930830,14
S56930836,14
S56930869,7
S56930872,38
S56931172,17
S56931248,35
S56931369,16
S56931432,18
S56931533,8
S56931805,9
S56931966,33
S56932481,5
S56932591,5
S56932794,2
S56932807,5
S56932906,33
S56932970,3
S56933210,18
S56933328,4
S56933366,5
S56933758,32
S56933875,22
S56934057,33
S56934097,23
S56934167,11
S56934168,11
S56934312,19
S56934359,9
S56934468,10
S56934479,15
S56934497,3
S56934571,4
S56934715,63
S56934883,34
S56935037,9
S56935158,5
S56935198,4
S56935536,6
S56935574,6
S56935668,26
S56935677,8
S56935693,8
S56935699,20
S56935747,10
S56935754,5
S56935765,8
S56935809,5
S56935822,7
S56935839,11
S56935850,21
S56935874,7
S56935935,17
S56936048,9
S56936050,29
S56936201,5
S56936208,6
S56936295,18
S56936330,7
S56936499,1
S56936505,28
S56936590,23
S56936613,2
S56936652,4
S56936657,20
S56936696,6
S56936737,15
S56936832,20
S56936835,6
S56936892,49
S56936901,16
S56936908,29
S56936952,23
S56936976,42
S56937039,7
S56937188,17
S56937206,11
S56937278,20
S56937340,4
S56937347,13
S56937365,26
S56937471,14
S56937474,22
S56937484,31
S56938081,26
S56938094,8
S56938190,18
S56938232,16
S56938359,6
S56938370,18
S56938493,9
S56938661,23
S56938772,7
S56938797,33
S56938982,29
S56939000,38
S56939017,22
S56939141,22
S56939277,15
S56939437,23
S56939519,10
S56939593,22
S56939657,27
S56939718,4
S56939797,9
S56940062,4
S56940229,13
S56940254,20
S56940326,3
S56940465,5
S56940480,9
S56940486,10
S56940491,19
S56940548,24
S56940597,9
S56940737,7
S56940787,30
S56940795,8
S56940812,7
S56941057,9
S56941064,11
S56941129,14
S56941263,21
S56941297,14
S56941301,18
S56941376,8
S56941415,16
S56941481,19
S56941493,14
S56941629,22
S56941720,10
S56941754,28
S56941758,18
S56941956,6
S56942074,27
S56942088,35
S56942155,16
S56942186,11
S56942194,8
S56942271,2
S56942322,5
S56942323,4
S56942344,15
S56942429,10
S56942626,22
S56942695,12
S56942719,21
S56942786,21
S56942988,5
S56943174,15
S56943224,1
S56943331,17
S56943394,40
S56943424,23
S56943522,21
S56943526,10
S56943567,9
S56943652,8
S56943675,1
S56943731,35
S56943819,11
S56944008,10
S56944152,9
S56944162,11
S56944401,11
S56944464,11
S56944709,20
S56944866,7
S56944901,11
S56944947,11
S56944971,10
S56945082,12
S56945096,31
S56945221,1
S56945301,25
S56945305,45
S56945314,1
S56945372,6
S56945468,8
S56945657,2
S56945677,7
S56945708,4
S56945827,6
S56945872,14
S56945930,13
S56946030,7
S56946035,3
S56946038,3
S56946042,5
S56946057,8
S56946068,13
S56946077,5
S56946081,4
S56946083,26
S56946087,9
S56946090,3
S56946093,7
S56946095,18
S56946100,5
S56946102,11
S56946104,14
S56946108,17
S56946111,4
S56946113,6
S56946119,2
S56946125,2
S56946272,12
S56946337,14
S56946557,7
S56946728,1
S56947090,10
S56947215,40
S56947579,25
S56947588,14
S56948061,2
S56948343,2
S56948475,11
S56948716,15
S56948930,3
S56948999,8
S56949019,37
S56949068,11
S56950311,9
S56951430,31
S56951580,0
S56951941,16
S56952140,22
S56952226,40
S56952254,3
S56952315,0
S56952323,0
S56952341,0
S56952428,0
S56952543,0
S56952660,7
S56952726,0
S56952772,0
S56952776,13
S56952809,0
S56952845,0
S56952999,4
S56953012,0
S56953062,0
S56953128,0
S56953133,0
S56953137,6
S56953161,4
S56953187,0
S56953232,0
S56953445,0
S56953599,0
S56953612,0
S56953747,0
S56953774,0
S56953836,0
S56953851,0
S56953928,0
S56953949,0
S56954070,0
S56954129,0
S56954146,0
S56954166,0
S56954172,0
S56954184,0
S56954249,0
S56954342,0
S56954370,0
S56954429,0
S56954528,0
S56954566,0
S56954663,0
S56954761,0
S56954808,0
S56954810,0
S56954819,0
S56954894,0
S56954897,0
S56954956,0
S56955009,0
S56955026,10
S56955096,0
S56955119,0
S56955134,0
S56955215,0
S56955229,0
S56955237,0
S56955251,6
S56955275,0
S56955280,0
S56955281,0
S56955311,0
S56955480,0
S56955567,0
S56955601,0
S56955745,0
S56955806,0
S56955840,0
S56955889,0
S56955943,0
S56955957,0
S56955976,0
S56956003,0
S56956018,0
S56956030,0
S56956041,0
S56956082,0
S56956105,0
S56956224,0
S56956245,0
S56956250,11
S56956299,0
S56956331,0
S56956369,0
S56956399,7
S56956472,0
S56956506,0
S56956536,0
S56956683,0
S56956702,0
S56956705,0
S56956827,0
S56956872,0
S56956931,0
S56957039,0
S56957088,0
S56957100,0
S56957112,0
S56957193,0
S56957246,0
S56957265,0
S56957278,0
S56957348,0
S56957610,0
S56957618,0
S56957619,0
S56957685,0
S56957715,0
S56957769,22
S56957810,7
S56957876,0
S56957908,0
S56958000,0
S56958021,0
S56958047,0
S56958100,0
S56958109,0
S56958153,0
S56958230,0
S56958309,0
S56958337,0
S56958348,0
S56958352,0
S56958402,0
S56958404,0
S56958517,0
S56958565,0
S56958589,0
S56958730,0
S56958742,0
S56958751,0
S56958780,0
S56959029,0
S56959061,0
S56959062,7
S56959173,0
S56959186,0
S56959195,11
S56959284,11
S56959290,0
S56959325,0
S56959363,0
S56959383,7
S56959392,0
S56959468,11
S56959540,0
S56959559,0
S56959576,11
S56959601,0
S56959609,0
S56959649,0
S56959650,12
S56959797,0
S56959892,0
S56959900,0
S56959942,0
S56959991,0
S56959992,0
S56959994,10
S56960104,0
S56960156,12
S56960164,0
S56960172,0
S56960180,0
S56960230,0
S56960307,0
S56960311,0
S56960459,0
S56960573,0
S56960631,11
S56960822,0
S56961043,0
S56961104,0
S56961391,0
S56961393,0
S56961399,0
S56961435,0
S56961461,0
S56961553,0
S56961559,0
S56961585,0
S56961751,0
S56961895,0
S56962001,0
S56962237,0
S56962455,0
S56962542,0
S56962658,0
S56962671,0
S56962969,0
S56962993,0
S56963036,0
S56963075,0
S56963148,26
S56963190,0
S56963265,0
S56963289,0
S56963298,0
S56963387,0
S56963390,0
S56963399,0
S56963430,0
S56963433,0
S56963437,0
S56963444,0
S56963663,0
S56963819,0
S56963921,0
S56964162,0
S56964169,0
S56964181,0
S56964337,0
S56964437,0
S56964453,0
S56964533,0
S56964613,0
S56964769,0
S56964804,0
S56964884,0
S56965172,0
S56965248,0
S56965263,0
S56965272,0
S56965288,0
S56965334,0
S56965352,0
S56965396,0
S56965406,0
S56965445,0
S56965486,0
S56965491,0
S56965506,0
S56965542,0
S56965544,12
S56965557,10
S56965572,15
S56965585,15
S56965601,2
S56965767,0
S56965907,0
S56966037,0
S56966044,0
S56966190,0
S56966198,0
S56966236,0
S56966262,0
S56966310,0
S56966312,0
S56966349,0
S56966357,0
S56966401,0
S56966479,0
S56966509,0
S56966560,0
S56966648,0
S56966862,0
S56966903,0
S56966952,0
S56966985,0
S56966995,0
S56967019,0
S56967022,0
S56967386,0
S56967620,0
S56967632,0
S56967698,0
S56967777,0
S56967789,0
S56967800,0
S56968047,0
S56968105,0
S56968190,0
S56968363,0
S56968393,0
S56968434,7
S56968550,0
S56968702,0
S56968872,0
S56968884,0
S56969012,0
S56969125,0
S56969146,0
S56969423,0
S56969437,1
S56969551,0
S56969681,7
S56969738,0
S56969796,0
S56969835,10
S56969855,0
S56969949,10
S56970051,5
S56970137,7
S56970228,7
S56970252,1
S56970320,0
S56970385,4
S56970462,0
S56970549,6
S56970613,0
S56970618,0
S56970703,5
S56970824,4
S56970843,0
S56970899,0
S56970932,0
S56970952,17
S56970980,0
S56970991,0
S56971065,0
S56971123,0
S56971132,0
S56971134,18
S56971313,13
S56971404,11
S56971603,5
S56971720,0
S56971830,0
S56971982,0
S56972088,0
S56972216,0
S56972482,0
S56972825,0
S56972923,0
S56973482,0
S56973686,0
S56973696,0
S56973710,0
S56973729,0
S56973804,0
S56973816,0
S56973843,0
S56973892,0
S56974028,0
S56974057,0
S56974153,0
S56974293,0
S56974325,0
S56974513,0
S56974530,0
S56974545,0
S56974555,0
S56974592,0
S56974739,0
S56974800,0
S56974899,0
S56975026,0
S56975134,0
S56975337,0
S56975348,0
S56975385,0
S56975401,0
S56975430,0
S56975507,0
S56975540,0
S56975735,0
S56975789,0
S56975970,0
S56976010,0
S56976015,0
S56976118,0
S56976200,21
S56976228,0
S56976308,0
S56976335,0
S56976449,21
S56976552,0
S56976765,18
S56976778,0
S56976793,0
S56976855,0
S56976914,0
S56976917,0
S56976924,9
S56976931,10
S56976937,0
S56977048,0
S56977131,0
S56977225,0
S56977266,0
S56977285,0
S56977466,0
S56977567,0
S56977600,0
S56977623,0
S56977881,0
S56977891,0
S56977898,0
S56977983,0
S56978191,0
S56978271,16
S56978342,11
S56978425,8
S56978446,0
S56978464,0
S56978550,13
S56978627,0
S56978640,0
S56978641,16
S56978647,0
S56978653,0
S56978673,0
S56978674,0
S56978681,0
S56978696,0
S56978699,0
S56978709,0
S56978722,0
S56978730,0
S56978735,0
S56978744,0
S56978745,0
S56978749,0
S56978756,0
S56978760,0
S56978763,0
S56978771,0
S56978776,0
S56978779,0
S56978793,0
S56978813,0
S56978818,0
S56979007,0
S56979029,0
S56979041,0
S56979043,0
S56979356,0
S56979500,0
S56979531,19
S56979601,0
S56979621,0
S56979767,0
S56979842,0
S56979875,0
S56979912,7
S56980015,19
S56980595,0
S56980642,0
S56980786,0
S56980841,0
S56980883,0
S56981064,0
S56981065,0
S56981155,0
S56981207,40
S56981323,0
S56981325,0
S56981689,0
S56981785,0
S56981998,0
S56982014,0
S56982271,0
S56982293,0
S56982351,0
S56982436,0
S56982545,0
S56982580,15
S56982696,15
S56982751,3
S56982768,0
S56982789,15
S56982832,0
S56982945,9
S56982984,12
S56983066,0
S56983096,5
S56983222,0
S56983509,0
S56983625,0
S56983765,0
S56983839,0
S56983871,0
S56983906,0
S56984071,0
S56984075,0
S56984077,0
S56984455,19
S56984652,0
S56987401,0
S56987994,0
S56988070,0
S56988315,0
S56988335,0
S56988442,0
S56988547,0
S56988550,0
S56988601,0
S56988619,0
S56988621,0
S56988713,0
S56988735,14
S56988738,0
S56988739,0
S56988866,0
S56988988,0
S56989117,0
S56989169,0
S56989203,0
S56989229,0
S56989272,0
S56989285,0
S56989438,0
S56989500,0
S56989501,0
S56989556,0
S56989574,0
S56989674,0
S56989675,0
S56989701,0
S56989785,0
S56989786,0
S56989804,0
S56989811,0
S56989863,0
S56989867,28
S56989876,0
S56989990,0
S56989994,0
S56990001,0
S56990005,0
S56990018,0
S56990032,0
S56990061,0
S56990073,0
S56990080,0
S56990211,0
S56990215,0
S56990219,0
S56990221,0
S56990240,0
S56990266,0
S56990306,0
S56990315,0
S56990411,0
S56990496,0
S56990575,0
S56990679,0
S56990757,0
S56990760,0
S56990799,0
S56990826,0
S56990948,0
S56991042,0
S56991153,0
S56991164,0
S56991187,0
S56991215,0
S56991223,0
S56991296,0
S56991299,0
S56991477,0
S56991557,0
S56991634,0
S56991681,0
S56991713,0
S56991839,0
S56991857,0
S56991896,0
S56991916,0
S56991934,0
S56991950,0
S56991962,0
S56991963,0
S56992015,0
S56992026,0
S56992048,0
S56992243,0
S56992259,0
S56992351,0
S56992646,0
S56992681,0
S56992752,0
S56992856,0
S56992928,0
S56992992,34
S56993017,15
S56993096,0
S56993180,0
S56993192,0
S56993257,0
S56993260,0
S56993291,0
S56993366,0
S56993410,0
S56993470,0
S56993490,0
S56993523,0
S56993548,22
S56993610,0
S56993611,0
S56993643,0
S56993644,0
S56993737,0
S56993798,0
S56993908,0
S56994188,0
S56994303,0
S56994345,0
S56994405,0
S56994418,0
S56994480,0
S56994492,0
S56994700,0
S56994830,0
S56994840,0
S56994844,0
S56994871,0
S56994881,0
S56994882,0
S56995009,0
S56995146,0
S56995257,0
S56995324,0
S56995329,0
S56995439,0
S56995480,0
S56995508,0
S56995596,0
S56995631,0
S56995745,0
S56995784,0
S56995935,68
S56996168,0
S56996310,0
S56996313,0
S56996359,0
S56996410,0
S56996445,0
S56996498,0
S56996521,0
S56996660,0
S56996744,0
S56996848,0
S56996854,0
S56997021,0
S56997311,0
S56997323,0
S56997827,0
S56997905,0
S56998022,0
S56998166,0
S56998245,0
S56998274,0
S56998353,0
S56998475,0
S56998594,0
S56998799,14
S56998846,0
S56998879,0
S56998882,0
S56998924,16
S56999024,31
S56999066,6
S56999073,0
S56999080,0
S56999184,0
S56999258,0
S56999260,15
S56999307,0
S56999568,0
S56999774,0
S56999822,0
S56999823,0
S57000143,0
S57000300,0
S57000365,0
S57000600,0
S57000653,0
S57000767,0
S57000907,0
S57001201,0
S57001211,0
S57001232,35
S57001237,0
S57001244,0
S57001276,0
S57001382,0
S57001510,0
S57001542,6
S57001575,0
S57001674,4
S57001719,0
S57001803,7
S57001822,0
S57001893,0
S57001949,0
S57002152,11
S57002157,0
S57002273,0
S57002307,0
S57002352,0
S57002361,0
S57002413,11
S57002463,0
S57002490,0
S57002525,0
S57002536,0
S57002805,3
S57002922,0
S57003006,0
S57003142,10
S57003172,0
S57003283,4
S57003330,0
S57003418,4
S57003532,0
S57003629,0
S57003792,0
S57003848,8
S57003860,0
S57004006,5
S57004018,0
S57004023,0
S57004050,0
S57004057,16
S57004141,6
S57004214,0
S57004302,0
S57004349,0
S57004359,0
S57004407,0
S57004409,0
S57004558,0
S57004691,0
S57005502,0
S57005618,0
S57005879,0
S57005968,0
S57006163,0
S57006255,0
S57006346,0
S57006370,0
S57006720,0
S57006731,0
S57007188,0
S57007226,0
S57007230,0
S57007363,0
S57007416,0
S57007632,0
S57007638,0
S57007786,0
S57007824,0
S57007850,0
S57008025,0
S57008240,0
S57008475,0
S57008694,0
S57008746,0
S57008778,0
S57008790,0
S57008888,0
S57008896,0
S57008908,0
S57009051,0
S57009214,0
S57009259,0
S57009275,0
S57009277,0
S57009329,0
S57009476,0
S57009623,15
S57009648,0
S57009719,9
S57009821,0
S57009885,8
S57009976,8
S57009998,0
S57010084,0
S57010253,0
S57010284,0
S57010666,0
S57010877,32
S57010932,0
S57011135,0
S57011262,21
S57011452,0
S57011477,0
S57011672,30
S57011797,0
S57011811,0
S57011819,0
S57011913,0
S57011938,29
S57011964,0
S57011965,0
S57012130,0
S57012185,0
S57012284,0
S57012300,0
S57012463,0
S57012486,7
S57012522,0
S57012542,0
S57012670,0
S57012751,0
S57012765,0
S57012831,0
S57012876,0
S57012893,0
S57012920,8
S57012932,0
S57012937,0
S57012990,0
S57013043,0
S57013084,14
S57013100,0
S57013108,0
S57013131,3
S57013161,0
S57013215,12
S57013353,0
S57013431,20
S57013436,0
S57013480,0
S57013494,0
S57013558,0
S57013664,0
S57013728,0
S57013736,0
S57013774,0
S57013780,0
S57013859,0
S57013907,0
S57013953,0
S57014135,0
S57014241,0
S57014244,0
S57014282,0
S57014351,0
S57014393,0
S57014418,0
S57014479,0
S57014496,0
S57014498,0
S57014515,0
S57014715,0
S57014716,0
S57014763,0
S57014785,0
S57014844,0
S57014980,0
S57015040,0
S57015151,0
S57015193,0
S57015341,0
S57015418,0
S57015555,0
S57015676,0
S57015918,0
S57015923,0
S57015929,0
S57016129,0
S57016232,0
S57016244,0
S57016371,0
S57016502,0
S57016522,0
S57016555,0
S57016637,0
S57016662,0
S57016707,0
S57016740,0
S57016788,0
S57016842,37
S57016850,42
S57016855,0
S57016936,0
S57017057,0
S57017209,0
S57017239,0
S57017383,29
S57017418,0
S57017428,22
S57017461,16
S57017489,19
S57017512,22
S57017527,0
S57017638,0
S57017933,0
S57017967,0
S57018253,4
S57018407,0
S57018838,4
S57018846,0
S57018918,0
S57018930,0
S57019182,0
S57019404,0
S57019593,0
S57019673,0
S57019717,0
S57020053,0
S57020433,0
S57020643,0
S57021968,0
S57024762,0
S5702481,1
S57025340,0
S57025341,0
S57025342,7
S57025354,0
S57025355,0
S57025373,0
S57025540,0
S57025550,0
S57025681,0
S57025749,0
S57025761,0
S57026063,0
S57026079,0
S57026319,0
S57026341,0
S57026368,0
S57026433,0
S57026461,0
S57026475,0
S57026479,0
S57026559,0
S57026605,0
S57026626,0
S57026658,0
S57026870,0
S57026881,0
S57027185,0
S57027188,0
S57027209,0
S57027238,0
S57027244,0
S57027249,0
S57027257,0
S57027302,0
S57027308,0
S57027321,0
S57027339,0
S57027342,0
S57027348,0
S57027357,0
S57027359,0
S57027368,0
S57027396,0
S57027412,0
S57027450,0
S57027606,0
S57027623,0
S57027629,0
S57027643,0
S57027718,0
S57027737,0
S57027802,0
S57027813,0
S57027823,0
S57027831,15
S57027900,0
S57028154,0
S57028178,0
S57028206,0
S57028298,0
S57028387,0
S57028410,0
S57028454,0
S57028725,0
S57028772,0
S57028782,0
S57028802,0
S57028961,11
S57028991,0
S57028996,0
S57029078,0
S57029080,0
S57029118,0
S57029166,0
S57029352,0
S57029368,0
S57029373,0
S57029375,0
S57029384,0
S57029399,0
S57029402,0
S57029414,0
S57029419,0
S57029431,0
S57029435,0
S57029440,0
S57029451,0
S57029453,0
S57029473,0
S57029510,0
S57029573,0
S57029599,0
S57029609,0
S57029678,0
S57029978,0
S57030020,0
S57030100,0
S57030218,0
S57030293,0
S57030334,0
S57030379,0
S57030425,0
S57030488,0
S57030621,0
S57030759,0
S57030810,0
S57030842,0
S57030851,0
S57030914,0
S57031010,0
S57031101,0
S57031147,0
S57031184,0
S57031341,0
S57031366,0
S57031458,0
S57031644,0
S57031645,0
S57031647,0
S57031789,0
S57031849,0
S57031913,0
S57032126,0
S57032181,0
S57032212,0
S57032283,10
S57032373,0
S57032518,0
S57032745,0
S57032886,0
S57033028,0
S57033897,0
S57034014,0
S57035951,0
S57036236,0
S57036274,0
S57036451,0
S57036605,0
S57037268,0
S57037345,0
S57037357,0
S57037382,0
S57037403,0
S57037523,0
S57037618,0
S57037906,0
S57038072,0
S57038678,0
S57039828,0
S57040919,0
S57041084,0
S57042047,20
S57042122,0
S57042323,0
S57045886,0
S57045925,0
S57049202,0
S57049346,0
S57049454,0
S57049542,0
S57049700,0
S57049863,0
S57049988,0
S57050090,0
S57050176,0
S57050193,0
S57050208,0
S57050283,0
S57050418,0
S57050464,0
S57050675,0
S57050719,0
S57050733,0
S57050764,0
S57050874,0
S57050902,0
S57050965,0
S57050981,0
S57051019,0
S57051277,0
S57051282,0
S57051487,0
S57051491,0
S57051510,0
S57051702,0
S57051829,0
S57051993,0
S57052176,0
S57052268,0
S57052441,0
S57052480,0
S57052607,0
S57052896,0
S57053030,0
S57053087,0
S57053213,8
S57053330,0
S57053427,0
S57053496,0
S57053666,0
S57053682,0
S57053741,0
S57053880,0
S57053977,0
S57054140,0
S57054150,0
S57054175,0
S57054599,0
S57054614,0
S57054631,0
S57054916,0
S57055248,0
S57055563,0
S57055882,0
S57055888,0
S57055918,0
S57056018,0
S57056201,0
S57056249,0
S57056371,0
S57056426,0
S57056436,0
S57056444,0
S57056445,0
S57056558,0
S57056664,0
S57056812,0
S57057231,0
S57057510,0
S57057626,0
S57057817,0
S57057831,0
S57057910,0
S57057962,0
S57058015,0
S57058493,0
S57058550,0
S57058597,0
S57058745,0
S57058782,13
S57058982,0
S57059028,0
S57059058,0
S57059069,0
S57059090,0
S57059161,38
S57059201,0
S57059240,0
S57059249,0
S57059301,0
S57059341,0
S57059359,0
S57059382,0
S57059391,0
S57059492,0
S57059575,0
S57059661,0
S57059680,0
S57059840,0
S57059898,9
S57059967,0
S57060073,0
S57060137,0
S57060190,0
S57060328,7
S57060384,0
S57060407,0
S57060494,0
S57060504,0
S57060546,0
S57060797,0
S57060909,0
S57060986,0
S57061096,0
S57061105,0
S57061194,0
S57061207,0
S57061300,0
S57061426,0
S57061493,0
S57061535,0
S57061583,0
S57061788,0
S57061822,0
S57061860,0
S57061906,0
S57061920,0
S57061963,22
S57061998,0
S57062278,0
S57062507,0
S57062519,0
S57062554,0
S57062656,0
S57062670,0
S57062719,0
S57062756,0
S57062903,0
S57062906,0
S57062916,0
S57062958,0
S57063016,0
S57063051,0
S57063074,0
S57063111,0
S57063160,0
S57063226,0
S57063247,0
S57063253,0
S57063257,0
S57063260,0
S57063264,0
S57063268,0
S57063273,0
S57063280,0
S57063286,0
S57063290,0
S57063292,0
S57063294,0
S57063297,0
S57063308,0
S57063313,0
S57063315,0
S57063319,0
S57063321,0
S57063325,0
S57063333,0
S57063337,0
S57063342,0
S57063345,0
S57063421,0
S57063422,0
S57063431,0
S57063568,0
S57063745,0
S57063821,0
S57063936,0
S57063947,0
S57063992,0
S57064034,0
S57064123,0
S57064134,0
S57064204,44
S57064320,0
S57064568,0
S57064637,0
S57064854,0
S57064921,0
S57064983,0
S57065073,0
S57065337,0
S57065401,0
S57065442,0
S57065526,0
S57065530,0
S57065636,0
S57065720,0
S57065785,0
S57065800,0
S57065910,0
S57065926,0
S57065959,0
S57066011,0
S57066104,0
S57066183,0
S57066213,0
S57066762,0
S57067060,0
S57067160,0
S57067216,0
S57069018,0
S5706906,40
S57069139,0
S57069401,0
S57070554,0
S57071287,0
S57071310,0
S57071372,0
S57071379,0
S57071535,0
S57071577,0
S57071653,0
S57071686,0
S57071748,0
S57071749,0
S57071803,0
S57071811,0
S57071853,0
S57071927,0
S57071938,0
S57071973,0
S57072054,0
S57072055,0
S57072072,0
S57072147,0
S57072173,0
S57072174,0
S57072281,0
S57072371,0
S57072403,0
S57072404,0
S57072414,0
S57072448,0
S57072465,0
S57072493,0
S57072571,0
S57072586,0
S57072612,0
S57072627,0
S57072659,0
S57072686,0
S57072739,0
S57072770,0
S57072869,0
S57072876,0
S57072906,0
S57072926,0
S57072932,0
S57072999,0
S57073015,0
S57073035,0
S57073113,0
S57073144,0
S57073151,0
S57073166,0
S57073206,0
S57073239,0
S57073271,0
S57073299,0
S57073320,0
S57073323,0
S57073330,0
S57073385,0
S57073405,0
S57073439,0
S57073445,0
S57073448,0
S57073480,0
S57073494,0
S57073513,0
S57073579,0
S57073625,0
S57073700,0
S57073718,0
S57073739,0
S57073763,0
S57073803,0
S57073827,0
S57073852,0
S57073859,0
S57073875,0
S57073898,0
S57073920,0
S57073921,0
S57073926,0
S57073939,0
S57074007,0
S57074027,0
S57074037,0
S57074056,0
S57074069,0
S57074088,0
S57074100,0
S57074125,0
S57074160,0
S57074167,0
S57074236,0
S57074241,0
S57074275,0
S57074276,0
S57074345,0
S57074381,0
S57074425,0
S57074469,0
S57074494,0
S57074552,0
S57074572,0
S57074578,0
S57074606,0
S57074658,0
S57074836,0
S57074863,0
S57074893,0
S57074904,0
S57075203,0
S57075211,0
S57075336,0
